Name,Form,HP,Attack,Defense,Speed,Sp Attack,Sp Defense,BST,Types,Type1,Type2,Abilities,Ability1,Ability2,HiddenAbility,Generation,Evolutions
Piloswine,,100,100,80,50,60,60,450,"Ice, Ground",Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",Oblivious,Snow Cloak,Thick Fat,2,Mamoswine
Mamoswine,,110,130,80,80,70,60,530,"Ice, Ground",Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",Oblivious,Snow Cloak,Thick Fat,2,
Corsola,,65,55,95,35,65,95,410,"Water, Rock",Water,Rock,"Hustle, Natural Cure, Regenerator",Hustle,Natural Cure,Regenerator,2,
Corsola,Galar,0,55,0,30,65,0,150,Ghost,Ghost,,"Weak Armor, None, Cursed Body",Weak Armor,None,Cursed Body,2,Cursola (38)
Cursola,,60,95,50,30,145,130,510,Ghost,Ghost,,"Weak Armor, None, Perish Body",Weak Armor,None,Perish Body,2,
Remoraid,,35,65,35,65,65,35,300,Water,Water,,"Hustle, Sniper, Moody",Hustle,Sniper,Moody,2,Octillery (25)
Octillery,,75,105,75,45,105,75,480,Water,Water,,"Suction Cups, Sniper, Moody",Suction Cups,Sniper,Moody,2,
Delibird,,45,55,45,75,65,45,330,"Ice, Flying",Ice,Flying,"Vital Spirit, Hustle, Insomnia",Vital Spirit,Hustle,Insomnia,2,
Mantyke,,45,20,50,50,60,120,345,"Water, Flying",Water,Flying,"Swift Swim, Water Absorb, Water Veil",Swift Swim,Water Absorb,Water Veil,2,Mantine
Mantine,,85,40,70,70,80,140,485,"Water, Flying",Water,Flying,"Swift Swim, Water Absorb, Water Veil",Swift Swim,Water Absorb,Water Veil,2,
Skarmory,,65,80,140,70,40,70,465,"Steel, Flying",Steel,Flying,"Keen Eye, Sturdy, Weak Armor",Keen Eye,Sturdy,Weak Armor,2,
Houndour,,45,60,30,65,80,50,330,"Dark, Fire",Dark,Fire,"Early Bird, Flash Fire, Unnerve",Early Bird,Flash Fire,Unnerve,2,Houndoom (24)
Houndoom,,75,90,50,95,110,80,500,"Dark, Fire",Dark,Fire,"Early Bird, Flash Fire, Unnerve",Early Bird,Flash Fire,Unnerve,2,
Houndoom,Mega,75,90,90,115,140,90,600,"Dark, Fire",Dark,Fire,"Solar Power, Solar Power, Solar Power",Solar Power,Solar Power,Solar Power,2,
Phanpy,,90,60,60,40,40,40,330,Ground,Ground,,"Pickup, None, Sand Veil",Pickup,None,Sand Veil,2,Donphan (25)
Donphan,,90,120,120,50,60,60,500,Ground,Ground,,"Sturdy, None, Sand Veil",Sturdy,None,Sand Veil,2,
Stantler,,73,95,62,85,85,65,465,Normal,Normal,,"Intimidate, Frisk, Sap Sipper",Intimidate,Frisk,Sap Sipper,2,Wyrdeer
Wyrdeer,,103,105,72,65,105,75,525,"Normal, Psychic",Normal,Psychic,"Intimidate, Frisk, Sap Sipper",Intimidate,Frisk,Sap Sipper,2,
Smeargle,,55,20,35,75,20,45,250,Normal,Normal,,"Own Tempo, Technician, Moody",Own Tempo,Technician,Moody,2,
Miltank,,95,80,105,100,40,70,490,Normal,Normal,,"Thick Fat, Scrappy, Sap Sipper",Thick Fat,Scrappy,Sap Sipper,2,
Raikou,,90,85,75,115,115,100,580,Electric,Electric,,"Pressure, None, Inner Focus",Pressure,None,Inner Focus,2,
Entei,,115,115,85,100,90,75,580,Fire,Fire,,"Pressure, None, Inner Focus",Pressure,None,Inner Focus,2,
Suicune,,100,75,115,85,90,115,580,Water,Water,,"Pressure, None, Inner Focus",Pressure,None,Inner Focus,2,
Larvitar,,50,64,50,41,45,50,300,"Rock, Ground",Rock,Ground,"Guts, None, Sand Veil",Guts,None,Sand Veil,2,Pupitar (30)
Pupitar,,70,84,70,51,65,70,410,"Rock, Ground",Rock,Ground,"Shed Skin, None, None",Shed Skin,None,None,2,Tyranitar (55)
Tyranitar,,100,134,110,61,95,100,600,"Rock, Dark",Rock,Dark,"Sand Stream, None, Unnerve",Sand Stream,None,Unnerve,2,
Tyranitar,Mega,100,164,150,71,95,120,700,"Rock, Dark",Rock,Dark,"Sand Stream, Sand Stream, Sand Stream",Sand Stream,Sand Stream,Sand Stream,2,
Lugia,,106,90,130,110,90,154,680,"Psychic, Flying",Psychic,Flying,"Pressure, None, Multiscale",Pressure,None,Multiscale,2,
Ho-Oh,,106,130,90,90,110,154,680,"Fire, Flying",Fire,Flying,"Pressure, None, Regenerator",Pressure,None,Regenerator,2,
Celebi,,100,100,100,100,100,100,600,"Psychic, Grass",Psychic,Grass,"Natural Cure, None, None",Natural Cure,None,None,2,
Treecko,,40,45,35,70,65,55,310,Grass,Grass,,"Overgrow, None, Unburden",Overgrow,None,Unburden,3,Grovyle (16)
Grovyle,,50,65,45,95,85,65,405,Grass,Grass,,"Overgrow, None, Unburden",Overgrow,None,Unburden,3,Sceptile (36)
Sceptile,,70,85,65,120,105,85,530,Grass,Grass,,"Overgrow, None, Unburden",Overgrow,None,Unburden,3,
Sceptile,Mega,70,110,75,145,145,85,630,"Grass, Dragon",Grass,Dragon,"Lightning Rod, Lightning Rod, Lightning Rod",Lightning Rod,Lightning Rod,Lightning Rod,3,
Torchic,,45,60,40,45,70,50,310,Fire,Fire,,"Blaze, None, Speed Boost",Blaze,None,Speed Boost,3,Combusken (16)
Combusken,,60,85,60,55,85,60,405,"Fire, Fighting",Fire,Fighting,"Blaze, None, Speed Boost",Blaze,None,Speed Boost,3,Blaziken (36)
Blaziken,,80,120,70,80,110,70,530,"Fire, Fighting",Fire,Fighting,"Blaze, None, Speed Boost",Blaze,None,Speed Boost,3,
Blaziken,Mega,80,160,80,100,130,80,630,"Fire, Fighting",Fire,Fighting,"Speed Boost, Speed Boost, Speed Boost",Speed Boost,Speed Boost,Speed Boost,3,
Mudkip,,50,70,50,40,50,50,310,Water,Water,,"Torrent, None, Damp",Torrent,None,Damp,3,Marshtomp (16)
Marshtomp,,70,85,70,50,60,70,405,"Water, Ground",Water,Ground,"Torrent, None, Damp",Torrent,None,Damp,3,Swampert (36)
Swampert,,100,110,90,60,85,90,535,"Water, Ground",Water,Ground,"Torrent, None, Damp",Torrent,None,Damp,3,
Swampert,Mega,100,150,110,70,95,110,635,"Water, Ground",Water,Ground,"Swift Swim, Swift Swim, Swift Swim",Swift Swim,Swift Swim,Swift Swim,3,
Poochyena,,35,55,35,35,30,30,220,Dark,Dark,,"Run Away, Quick Feet, Rattled",Run Away,Quick Feet,Rattled,3,Mightyena (18)
Mightyena,,70,90,70,70,60,60,420,Dark,Dark,,"Intimidate, Quick Feet, Moxie",Intimidate,Quick Feet,Moxie,3,
Zigzagoon,,38,30,41,60,30,41,240,Normal,Normal,,"Pickup, Gluttony, Quick Feet",Pickup,Gluttony,Quick Feet,3,Linoone (20)
Linoone,,78,70,61,100,50,61,420,Normal,Normal,,"Pickup, Gluttony, Quick Feet",Pickup,Gluttony,Quick Feet,3,
Zigzagoon,Galar,38,30,41,60,30,41,240,"Dark, Normal",Dark,Normal,"Pickup, Gluttony, Quick Feet",Pickup,Gluttony,Quick Feet,3,Linoone Galar (20)
Linoone,Galar,78,70,61,100,50,61,420,"Dark, Normal",Dark,Normal,"Pickup, Gluttony, Quick Feet",Pickup,Gluttony,Quick Feet,3,Obstagoon
Obstagoon,,93,90,101,95,60,81,520,"Dark, Normal",Dark,Normal,"Reckless, Guts, Defiant",Reckless,Guts,Defiant,3,
Wurmple,,45,45,35,20,20,30,195,Bug,Bug,,"Shield Dust, None, Run Away",Shield Dust,None,Run Away,3,"Silcoon, Cascoon"
Silcoon,,50,35,55,15,25,25,205,Bug,Bug,,"Shed Skin, None, None",Shed Skin,None,None,3,Beautifly (10)
Beautifly,,60,70,50,65,100,50,395,"Bug, Flying",Bug,Flying,"Swarm, None, Rivalry",Swarm,None,Rivalry,3,
Cascoon,,50,35,55,15,25,25,205,Bug,Bug,,"Shed Skin, None, None",Shed Skin,None,None,3,Dustox (10)
Dustox,,60,50,70,65,50,90,385,"Bug, Poison",Bug,Poison,"Shield Dust, None, Compound Eyes",Shield Dust,None,Compound Eyes,3,
Lotad,,40,30,30,30,40,50,220,"Water, Grass",Water,Grass,"Swift Swim, Rain Dish, Own Tempo",Swift Swim,Rain Dish,Own Tempo,3,Lombre (14)
Lombre,,60,50,50,50,60,70,340,"Water, Grass",Water,Grass,"Swift Swim, Rain Dish, Own Tempo",Swift Swim,Rain Dish,Own Tempo,3,Ludicolo (Water Stone)
Ludicolo,,80,70,70,70,90,100,480,"Water, Grass",Water,Grass,"Swift Swim, Rain Dish, Own Tempo",Swift Swim,Rain Dish,Own Tempo,3,
Seedot,,40,40,50,30,30,30,220,Grass,Grass,,"Chlorophyll, Early Bird, Pickpocket",Chlorophyll,Early Bird,Pickpocket,3,Nuzleaf (14)
Nuzleaf,,70,70,40,60,60,40,340,"Grass, Dark",Grass,Dark,"Chlorophyll, Early Bird, Pickpocket",Chlorophyll,Early Bird,Pickpocket,3,Shiftry (Leaf Stone)
Shiftry,,90,100,60,80,90,60,480,"Grass, Dark",Grass,Dark,"Chlorophyll, Wind Rider, Pickpocket",Chlorophyll,Wind Rider,Pickpocket,3,
Taillow,,40,55,30,85,30,30,270,"Normal, Flying",Normal,Flying,"Guts, None, Scrappy",Guts,None,Scrappy,3,Swellow (22)
Swellow,,60,85,60,125,75,50,455,"Normal, Flying",Normal,Flying,"Guts, None, Scrappy",Guts,None,Scrappy,3,
Wingull,,40,30,30,85,55,30,270,"Water, Flying",Water,Flying,"Keen Eye, Hydration, Rain Dish",Keen Eye,Hydration,Rain Dish,3,Pelipper (25)
Pelipper,,60,50,100,65,95,70,440,"Water, Flying",Water,Flying,"Keen Eye, Drizzle, Rain Dish",Keen Eye,Drizzle,Rain Dish,3,
Ralts,,28,25,25,40,45,35,198,"Psychic, Ralts Family Type2",Psychic,Ralts Family Type2,"Synchronize, Trace, Telepathy",Synchronize,Trace,Telepathy,3,Kirlia (20)
Kirlia,,38,35,35,50,65,55,278,"Psychic, Ralts Family Type2",Psychic,Ralts Family Type2,"Synchronize, Trace, Telepathy",Synchronize,Trace,Telepathy,3,"Gardevoir (30), Gallade"
Gardevoir,,68,65,65,80,125,115,518,"Psychic, Ralts Family Type2",Psychic,Ralts Family Type2,"Synchronize, Trace, Telepathy",Synchronize,Trace,Telepathy,3,
Gardevoir,Mega,68,85,65,100,165,135,618,"Psychic, Ralts Family Type2",Psychic,Ralts Family Type2,"Pixilate, Pixilate, Pixilate",Pixilate,Pixilate,Pixilate,3,
Gallade,,68,125,65,80,65,115,518,"Psychic, Fighting",Psychic,Fighting,"Steadfast, Sharpness, Justified",Steadfast,Sharpness,Justified,3,
Gallade,Mega,68,165,95,110,65,115,618,"Psychic, Fighting",Psychic,Fighting,"Inner Focus, Inner Focus, Inner Focus",Inner Focus,Inner Focus,Inner Focus,3,
Surskit,,40,30,32,65,50,52,269,"Bug, Water",Bug,Water,"Swift Swim, None, Rain Dish",Swift Swim,None,Rain Dish,3,Masquerain (22)
Masquerain,,70,60,62,80,100,82,454,"Bug, Flying",Bug,Flying,"Intimidate, None, Unnerve",Intimidate,None,Unnerve,3,
Shroomish,,60,40,60,35,40,60,295,Grass,Grass,,"Effect Spore, Poison Heal, Quick Feet",Effect Spore,Poison Heal,Quick Feet,3,Breloom (23)
Breloom,,60,130,80,70,60,60,460,"Grass, Fighting",Grass,Fighting,"Effect Spore, Poison Heal, Technician",Effect Spore,Poison Heal,Technician,3,
Slakoth,,60,60,60,30,35,35,280,Normal,Normal,,"Truant, None, None",Truant,None,None,3,Vigoroth (18)
Vigoroth,,80,80,80,90,55,55,440,Normal,Normal,,"Vital Spirit, None, None",Vital Spirit,None,None,3,Slaking (36)
Slaking,,150,160,100,100,95,65,670,Normal,Normal,,"Truant, None, None",Truant,None,None,3,
Nincada,,31,45,90,40,30,30,266,"Bug, Ground",Bug,Ground,"Compound Eyes, None, Run Away",Compound Eyes,None,Run Away,3,"Ninjask (20), Shedinja"
Ninjask,,61,90,45,160,50,50,456,"Bug, Flying",Bug,Flying,"Speed Boost, None, Infiltrator",Speed Boost,None,Infiltrator,3,
Shedinja,,1,90,45,40,30,30,236,"Bug, Ghost",Bug,Ghost,"Wonder Guard, None, None",Wonder Guard,None,None,3,
Whismur,,64,51,23,28,51,23,240,Normal,Normal,,"Soundproof, None, Rattled",Soundproof,None,Rattled,3,Loudred (20)
Loudred,,84,71,43,48,71,43,360,Normal,Normal,,"Soundproof, None, Scrappy",Soundproof,None,Scrappy,3,Exploud (40)
Exploud,,104,91,63,68,91,73,490,Normal,Normal,,"Soundproof, None, Scrappy",Soundproof,None,Scrappy,3,
Makuhita,,72,60,30,25,20,30,237,Fighting,Fighting,,"Thick Fat, Guts, Sheer Force",Thick Fat,Guts,Sheer Force,3,Hariyama (24)
Hariyama,,144,120,60,50,40,60,474,Fighting,Fighting,,"Thick Fat, Guts, Sheer Force",Thick Fat,Guts,Sheer Force,3,
Nosepass,,30,45,135,30,45,90,375,Rock,Rock,,"Sturdy, Magnet Pull, Sand Force",Sturdy,Magnet Pull,Sand Force,3,"Probopass, Probopass (Thunder Stone)"
Probopass,,60,55,145,40,75,150,525,"Rock, Steel",Rock,Steel,"Sturdy, Magnet Pull, Sand Force",Sturdy,Magnet Pull,Sand Force,3,
Skitty,,50,45,45,50,35,35,260,Normal,Normal,,"Cute Charm, Normalize, Wonder Skin",Cute Charm,Normalize,Wonder Skin,3,Delcatty (Moon Stone)
Delcatty,,70,65,65,90,55,55,400,Normal,Normal,,"Cute Charm, Normalize, Wonder Skin",Cute Charm,Normalize,Wonder Skin,3,
Sableye,,50,75,75,50,65,65,380,"Dark, Ghost",Dark,Ghost,"Keen Eye, Stall, Prankster",Keen Eye,Stall,Prankster,3,
Sableye,Mega,50,85,125,20,85,115,480,"Dark, Ghost",Dark,Ghost,"Magic Bounce, Magic Bounce, Magic Bounce",Magic Bounce,Magic Bounce,Magic Bounce,3,
Mawile,,50,85,85,50,55,55,380,,,,"Hyper Cutter, Intimidate, Sheer Force",Hyper Cutter,Intimidate,Sheer Force,3,
Mawile,Mega,50,105,125,50,55,95,480,,,,"Huge Power, Huge Power, Huge Power",Huge Power,Huge Power,Huge Power,3,
Aron,,50,70,100,30,40,40,330,"Steel, Rock",Steel,Rock,"Sturdy, Rock Head, Heavy Metal",Sturdy,Rock Head,Heavy Metal,3,Lairon (32)
Lairon,,60,90,140,40,50,50,430,"Steel, Rock",Steel,Rock,"Sturdy, Rock Head, Heavy Metal",Sturdy,Rock Head,Heavy Metal,3,Aggron (42)
Aggron,,70,110,180,50,60,60,530,"Steel, Rock",Steel,Rock,"Sturdy, Rock Head, Heavy Metal",Sturdy,Rock Head,Heavy Metal,3,
Aggron,Mega,70,140,230,50,60,80,630,Steel,Steel,,"Filter, Filter, Filter",Filter,Filter,Filter,3,
Meditite,,30,40,55,60,40,55,280,"Fighting, Psychic",Fighting,Psychic,"Pure Power, None, Telepathy",Pure Power,None,Telepathy,3,Medicham (37)
Medicham,,60,60,75,80,60,75,410,"Fighting, Psychic",Fighting,Psychic,"Pure Power, None, Telepathy",Pure Power,None,Telepathy,3,
Medicham,Mega,60,100,85,100,80,85,510,"Fighting, Psychic",Fighting,Psychic,"Pure Power, Pure Power, Pure Power",Pure Power,Pure Power,Pure Power,3,
Electrike,,40,45,40,65,65,40,295,Electric,Electric,,"Static, Lightning Rod, Minus",Static,Lightning Rod,Minus,3,Manectric (26)
Manectric,,70,75,60,105,105,60,475,Electric,Electric,,"Static, Lightning Rod, Minus",Static,Lightning Rod,Minus,3,
Manectric,Mega,70,75,80,135,135,80,575,Electric,Electric,,"Intimidate, Intimidate, Intimidate",Intimidate,Intimidate,Intimidate,3,
Plusle,,60,50,40,95,85,75,405,Electric,Electric,,"Plus, None, Lightning Rod",Plus,None,Lightning Rod,3,
Minun,,60,40,50,95,75,85,405,Electric,Electric,,"Minus, None, Volt Absorb",Minus,None,Volt Absorb,3,
Volbeat,,65,73,75,85,47,85,430,Bug,Bug,,"Illuminate, Swarm, Prankster",Illuminate,Swarm,Prankster,3,
Illumise,,65,47,75,85,73,85,430,Bug,Bug,,"Oblivious, Tinted Lens, Prankster",Oblivious,Tinted Lens,Prankster,3,
Budew,,40,30,35,55,50,70,280,"Grass, Poison",Grass,Poison,"Natural Cure, Poison Point, Leaf Guard",Natural Cure,Poison Point,Leaf Guard,3,Roselia (Happiness)
Roselia,,50,60,45,65,100,80,400,"Grass, Poison",Grass,Poison,"Natural Cure, Poison Point, Leaf Guard",Natural Cure,Poison Point,Leaf Guard,3,Roserade (Shiny Stone)
Roserade,,60,70,65,90,125,105,515,"Grass, Poison",Grass,Poison,"Natural Cure, Poison Point, Technician",Natural Cure,Poison Point,Technician,3,
Gulpin,,70,43,53,40,43,53,302,Poison,Poison,,"Liquid Ooze, Sticky Hold, Gluttony",Liquid Ooze,Sticky Hold,Gluttony,3,Swalot (26)
Swalot,,100,73,83,55,73,83,467,Poison,Poison,,"Liquid Ooze, Sticky Hold, Gluttony",Liquid Ooze,Sticky Hold,Gluttony,3,
Carvanha,,45,90,20,65,65,20,305,"Water, Dark",Water,Dark,"Rough Skin, None, Speed Boost",Rough Skin,None,Speed Boost,3,Sharpedo (30)
Sharpedo,,70,120,40,95,95,40,460,"Water, Dark",Water,Dark,"Rough Skin, None, Speed Boost",Rough Skin,None,Speed Boost,3,
Sharpedo,Mega,70,140,70,105,110,65,560,"Water, Dark",Water,Dark,"Strong Jaw, Strong Jaw, Strong Jaw",Strong Jaw,Strong Jaw,Strong Jaw,3,
Wailmer,,130,70,35,60,70,35,400,Water,Water,,"Water Veil, Oblivious, Pressure",Water Veil,Oblivious,Pressure,3,Wailord (40)
Wailord,,170,90,45,60,90,45,500,Water,Water,,"Water Veil, Oblivious, Pressure",Water Veil,Oblivious,Pressure,3,
Numel,,60,60,40,35,65,45,305,"Fire, Ground",Fire,Ground,"Oblivious, Simple, Own Tempo",Oblivious,Simple,Own Tempo,3,Camerupt (33)
Camerupt,,70,100,70,40,105,75,460,"Fire, Ground",Fire,Ground,"Magma Armor, Solid Rock, Anger Point",Magma Armor,Solid Rock,Anger Point,3,
Camerupt,Mega,70,120,100,20,145,105,560,"Fire, Ground",Fire,Ground,"Sheer Force, Sheer Force, Sheer Force",Sheer Force,Sheer Force,Sheer Force,3,
Torkoal,,70,85,140,20,85,70,470,Fire,Fire,,"White Smoke, Drought, Shell Armor",White Smoke,Drought,Shell Armor,3,
Spoink,,60,25,35,60,70,80,330,Psychic,Psychic,,"Thick Fat, Own Tempo, Gluttony",Thick Fat,Own Tempo,Gluttony,3,Grumpig (32)
Grumpig,,80,45,65,80,90,110,470,Psychic,Psychic,,"Thick Fat, Own Tempo, Gluttony",Thick Fat,Own Tempo,Gluttony,3,
Spinda,,60,60,60,60,60,60,360,Normal,Normal,,"Own Tempo, Tangled Feet, Contrary",Own Tempo,Tangled Feet,Contrary,3,
Trapinch,,45,100,45,10,45,45,290,Ground,Ground,,"Hyper Cutter, Arena Trap, Sheer Force",Hyper Cutter,Arena Trap,Sheer Force,3,Vibrava (35)
Vibrava,,50,70,50,70,50,50,340,"Ground, Dragon",Ground,Dragon,"Levitate, Levitate, Levitate",Levitate,Levitate,Levitate,3,Flygon (45)
Flygon,,80,100,80,100,80,80,520,"Ground, Dragon",Ground,Dragon,"Levitate, Levitate, Levitate",Levitate,Levitate,Levitate,3,
Cacnea,,50,85,40,35,85,40,335,Grass,Grass,,"Sand Veil, None, Water Absorb",Sand Veil,None,Water Absorb,3,Cacturne (32)
Cacturne,,70,115,60,55,115,60,475,"Grass, Dark",Grass,Dark,"Sand Veil, None, Water Absorb",Sand Veil,None,Water Absorb,3,
Swablu,,45,40,60,50,40,75,310,"Normal, Flying",Normal,Flying,"Natural Cure, None, Cloud Nine",Natural Cure,None,Cloud Nine,3,Altaria (35)
Altaria,,75,70,90,80,70,105,490,"Dragon, Flying",Dragon,Flying,"Natural Cure, None, Cloud Nine",Natural Cure,None,Cloud Nine,3,
Altaria,Mega,75,110,110,80,110,105,590,"Dragon, Fairy",Dragon,Fairy,"Pixilate, Pixilate, Pixilate",Pixilate,Pixilate,Pixilate,3,
Zangoose,,73,115,60,90,60,60,458,Normal,Normal,,"Immunity, None, Toxic Boost",Immunity,None,Toxic Boost,3,
Seviper,,73,100,60,65,100,60,458,Poison,Poison,,"Shed Skin, None, Infiltrator",Shed Skin,None,Infiltrator,3,
Lunatone,,90,55,65,70,95,85,460,"Rock, Psychic",Rock,Psychic,"Levitate, None, None",Levitate,None,None,3,
Solrock,,90,95,85,70,55,65,460,"Rock, Psychic",Rock,Psychic,"Levitate, None, None",Levitate,None,None,3,
Barboach,,50,48,43,60,46,41,288,"Water, Ground",Water,Ground,"Oblivious, Anticipation, Hydration",Oblivious,Anticipation,Hydration,3,Whiscash (30)
Whiscash,,110,78,73,60,76,71,468,"Water, Ground",Water,Ground,"Oblivious, Anticipation, Hydration",Oblivious,Anticipation,Hydration,3,
Corphish,,43,80,65,35,50,35,308,Water,Water,,"Hyper Cutter, Shell Armor, Adaptability",Hyper Cutter,Shell Armor,Adaptability,3,Crawdaunt (30)
Crawdaunt,,63,120,85,55,90,55,468,"Water, Dark",Water,Dark,"Hyper Cutter, Shell Armor, Adaptability",Hyper Cutter,Shell Armor,Adaptability,3,
Baltoy,,40,40,55,55,40,70,300,"Ground, Psychic",Ground,Psychic,"Levitate, None, None",Levitate,None,None,3,Claydol (36)
Claydol,,60,70,105,75,70,120,500,"Ground, Psychic",Ground,Psychic,"Levitate, None, None",Levitate,None,None,3,
Lileep,,66,41,77,23,61,87,355,"Rock, Grass",Rock,Grass,"Suction Cups, None, Storm Drain",Suction Cups,None,Storm Drain,3,Cradily (40)
Cradily,,86,81,97,43,81,107,495,"Rock, Grass",Rock,Grass,"Suction Cups, None, Storm Drain",Suction Cups,None,Storm Drain,3,
Anorith,,45,95,50,75,40,50,355,"Rock, Bug",Rock,Bug,"Battle Armor, None, Swift Swim",Battle Armor,None,Swift Swim,3,Armaldo (40)
Armaldo,,75,125,100,45,70,80,495,"Rock, Bug",Rock,Bug,"Battle Armor, None, Swift Swim",Battle Armor,None,Swift Swim,3,
Feebas,,20,15,20,80,10,55,200,Water,Water,,"Swift Swim, Oblivious, Adaptability",Swift Swim,Oblivious,Adaptability,3,"Milotic, Milotic, Milotic (Prism Scale)"
Milotic,,95,60,79,81,100,125,540,Water,Water,,"Marvel Scale, Competitive, Cute Charm",Marvel Scale,Competitive,Cute Charm,3,
Castform,Normal,70,70,70,70,70,70,420,Normal,Normal,,"Forecast, None, None",Forecast,None,None,3,
Castform,Sunny,70,70,70,70,70,70,420,Fire,Fire,,"Forecast, None, None",Forecast,None,None,3,
Castform,Rainy,70,70,70,70,70,70,420,Water,Water,,"Forecast, None, None",Forecast,None,None,3,
Castform,Snowy,70,70,70,70,70,70,420,Ice,Ice,,"Forecast, None, None",Forecast,None,None,3,
Kecleon,,60,90,70,40,60,120,440,Normal,Normal,,"Color Change, None, Protean",Color Change,None,Protean,3,
Shuppet,,44,75,35,45,63,33,295,Ghost,Ghost,,"Insomnia, Frisk, Cursed Body",Insomnia,Frisk,Cursed Body,3,Banette (37)
Banette,,64,115,65,65,83,63,455,Ghost,Ghost,,"Insomnia, Frisk, Cursed Body",Insomnia,Frisk,Cursed Body,3,
Banette,Mega,64,165,75,75,93,83,555,Ghost,Ghost,,"Prankster, Prankster, Prankster",Prankster,Prankster,Prankster,3,
Duskull,,20,40,90,25,30,90,295,Ghost,Ghost,,"Levitate, None, Frisk",Levitate,None,Frisk,3,Dusclops (37)
Dusclops,,40,70,130,25,60,130,455,Ghost,Ghost,,"Pressure, None, Frisk",Pressure,None,Frisk,3,"Dusknoir, Dusknoir (Reaper Cloth)"
Dusknoir,,45,100,135,45,65,135,525,Ghost,Ghost,,"Pressure, None, Frisk",Pressure,None,Frisk,3,
Tropius,,99,68,83,51,72,87,460,"Grass, Flying",Grass,Flying,"Chlorophyll, Solar Power, Harvest",Chlorophyll,Solar Power,Harvest,3,
Chingling,,45,30,50,45,65,50,285,Psychic,Psychic,,"Levitate, None, None",Levitate,None,None,3,Chimecho (Happiness)
Chimecho,,75,50,80,65,95,90,455,Psychic,Psychic,,"Levitate, None, None",Levitate,None,None,3,
Absol,,65,130,60,75,75,60,465,Dark,Dark,,"Pressure, Super Luck, Justified",Pressure,Super Luck,Justified,3,
Absol,Mega,65,150,60,115,115,60,565,Dark,Dark,,"Magic Bounce, Magic Bounce, Magic Bounce",Magic Bounce,Magic Bounce,Magic Bounce,3,
Snorunt,,50,50,50,50,50,50,300,Ice,Ice,,"Inner Focus, Ice Body, Moody",Inner Focus,Ice Body,Moody,3,"Glalie (42), Froslass"
Glalie,,80,80,80,80,80,80,480,Ice,Ice,,"Inner Focus, Ice Body, Moody",Inner Focus,Ice Body,Moody,3,
Glalie,Mega,80,120,80,100,120,80,580,Ice,Ice,,"Refrigerate, Refrigerate, Refrigerate",Refrigerate,Refrigerate,Refrigerate,3,
Froslass,,70,80,70,110,80,70,480,"Ice, Ghost",Ice,Ghost,"Snow Cloak, None, Cursed Body",Snow Cloak,None,Cursed Body,3,
Spheal,,70,40,50,25,55,50,290,"Ice, Water",Ice,Water,"Thick Fat, Ice Body, Oblivious",Thick Fat,Ice Body,Oblivious,3,Sealeo (32)
Sealeo,,90,60,70,45,75,70,410,"Ice, Water",Ice,Water,"Thick Fat, Ice Body, Oblivious",Thick Fat,Ice Body,Oblivious,3,Walrein (44)
Walrein,,110,80,90,65,95,90,530,"Ice, Water",Ice,Water,"Thick Fat, Ice Body, Oblivious",Thick Fat,Ice Body,Oblivious,3,
Clamperl,,35,64,85,32,74,55,345,Water,Water,,"Shell Armor, None, Rattled",Shell Armor,None,Rattled,3,"Huntail, Gorebyss, Huntail (Deep Sea Tooth), Gorebyss (Deep Sea Scale)"
Huntail,,55,104,105,52,94,75,485,Water,Water,,"Swift Swim, None, Water Veil",Swift Swim,None,Water Veil,3,
Gorebyss,,55,84,105,52,114,75,485,Water,Water,,"Swift Swim, None, Hydration",Swift Swim,None,Hydration,3,
Relicanth,,100,90,130,55,45,65,485,"Water, Rock",Water,Rock,"Swift Swim, Rock Head, Sturdy",Swift Swim,Rock Head,Sturdy,3,
Luvdisc,,43,30,55,97,40,65,330,Water,Water,,"Swift Swim, None, Hydration",Swift Swim,None,Hydration,3,
Bagon,,45,75,60,50,40,30,300,Dragon,Dragon,,"Rock Head, None, Sheer Force",Rock Head,None,Sheer Force,3,Shelgon (30)
Shelgon,,65,95,100,50,60,50,420,Dragon,Dragon,,"Rock Head, None, Overcoat",Rock Head,None,Overcoat,3,Salamence (50)
Salamence,,95,135,80,100,110,80,600,"Dragon, Flying",Dragon,Flying,"Intimidate, None, Moxie",Intimidate,None,Moxie,3,
Salamence,Mega,95,145,130,120,120,90,700,"Dragon, Flying",Dragon,Flying,"Aerilate, Aerilate, Aerilate",Aerilate,Aerilate,Aerilate,3,
Beldum,,40,55,80,30,35,60,300,"Steel, Psychic",Steel,Psychic,"Clear Body, None, Light Metal",Clear Body,None,Light Metal,3,Metang (20)
Metang,,60,75,100,50,55,80,420,"Steel, Psychic",Steel,Psychic,"Clear Body, None, Light Metal",Clear Body,None,Light Metal,3,Metagross (45)
Metagross,,80,135,130,70,95,90,600,"Steel, Psychic",Steel,Psychic,"Clear Body, None, Light Metal",Clear Body,None,Light Metal,3,
Metagross,Mega,80,145,150,110,105,110,700,"Steel, Psychic",Steel,Psychic,"Tough Claws, Tough Claws, Tough Claws",Tough Claws,Tough Claws,Tough Claws,3,
Regirock,,80,100,200,50,50,100,580,Rock,Rock,,"Clear Body, None, Sturdy",Clear Body,None,Sturdy,3,
